State	County	City	City Type	 Population 	 electricity (kWh) 	 Nat. Gas (cu.ft.) 	 FUELOIL (gallons) 	 Vehicle miles traveled 	 Transport (tCO2e/yr) 	 Housing (tCO2e/yr) 	 Food (tCO2e/yr) 	Goods (tCO2e/yr)	Services (tCO2e/yr)	Total Household Carbon Footprint (tCO2e/yr)	 Households 	 Total City Carbon Footprint (tCO2e/yr) 								
OH	CARROLL	MECHANICSTOWN	 small 	 833 	" 10,569 "	" 26,849 "	 157 	" 23,763 "	 15 	 16 	 8 	 4 	 4 	 48 	 336 	" 16,061 "								
WA	WAHKIAKUM	CATHLAMET	 small 	" 2,551 "	" 11,176 "	" 23,200 "	 56 	" 28,740 "	 19 	 11 	 7 	 5 	 6 	 48 	" 1,202 "	" 57,456 "								
KS	DONIPHAN	HIGHLAND	 small 	" 1,260 "	" 11,901 "	" 49,423 "	 18 	" 20,844 "	 14 	 18 	 6 	 4 	 5 	 48 	 477 	" 22,801 "								
SD	CORSON	MORRISTOWN	 small 	 181 	" 8,972 "	" 19,945 "	 122 	" 27,911 "	 18 	 14 	 8 	 4 	 4 	 48 	 87 	" 4,159 "								
AZ	MARICOPA	ARLINGTON	 small 	 470 	" 13,110 "	" 25,275 "	 -   	" 25,647 "	 17 	 13 	 9 	 4 	 4 	 48 	 184 	" 8,796 "								
WA	GRANT	MARLIN	 small 	 318 	" 10,911 "	" 22,661 "	 20 	" 31,983 "	 21 	 10 	 8 	 4 	 5 	 48 	 98 	" 4,685 "								
HI	KAUAI	ELEELE	 small 	" 1,955 "	" 5,636 "	" 24,506 "	 11 	" 26,426 "	 18 	 9 	 10 	 6 	 6 	 48 	 642 	" 30,690 "								
TN	CLAIBORNE	HARROGATE	 small 	" 5,297 "	" 10,971 "	" 23,376 "	 65 	" 27,018 "	 18 	 13 	 8 	 4 	 5 	 48 	" 2,138 "	" 102,205 "								
MO	MARIES	BELLE	 small 	" 3,218 "	" 10,738 "	" 23,380 "	 27 	" 24,472 "	 16 	 15 	 7 	 4 	 5 	 48 	" 1,595 "	" 76,247 "								
CA	MARIPOSA	HORNITOS	 small 	 114 	" 6,185 "	" 26,720 "	 -   	" 35,797 "	 24 	 7 	 7 	 5 	 5 	 48 	 56 	" 2,677 "								
KS	WASHINGTON	HOLLENBERG	 small 	 153 	" 10,867 "	" 32,564 "	 26 	" 22,879 "	 15 	 16 	 7 	 4 	 5 	 48 	 84 	" 4,016 "								
OR	JACKSON	TRAIL	 small 	" 1,362 "	" 9,095 "	" 23,472 "	 83 	" 33,160 "	 22 	 9 	 8 	 4 	 5 	 48 	 612 	" 29,256 "								
WA	PACIFIC	NASELLE	 small 	" 1,370 "	" 11,001 "	" 23,133 "	 35 	" 29,051 "	 20 	 10 	 7 	 5 	 6 	 48 	 591 	" 28,253 "								
VA	MIDDLESEX	LOCUST HILL	 small 	 692 	" 12,304 "	" 24,355 "	 274 	" 25,076 "	 16 	 15 	 8 	 4 	 4 	 48 	 340 	" 16,254 "								
KY	LINCOLN	HUSTONVILLE	 small 	" 3,924 "	" 12,930 "	" 28,196 "	 52 	" 25,647 "	 17 	 15 	 7 	 4 	 4 	 48 	" 1,752 "	" 83,758 "								
NC	HENDERSON	TUXEDO	 small 	 106 	" 12,791 "	" 26,467 "	 192 	" 20,391 "	 14 	 15 	 7 	 6 	 6 	 48 	 57 	" 2,725 "								
NY	LIVINGSTON	SPRINGWATER	 small 	" 2,134 "	" 7,483 "	" 17,122 "	 319 	" 26,570 "	 18 	 10 	 8 	 6 	 6 	 48 	 966 	" 46,182 "								
NY	MONTGOMERY	SPRAKERS	 small 	" 1,501 "	" 7,374 "	" 12,661 "	 468 	" 25,789 "	 17 	 12 	 8 	 5 	 6 	 48 	 641 	" 30,645 "								
ID	TWIN FALLS	BUHL	 small 	" 9,171 "	" 9,303 "	" 38,317 "	 64 	" 29,590 "	 20 	 11 	 8 	 5 	 5 	 48 	" 3,756 "	" 179,566 "								
TX	JASPER	EVADALE	 small 	" 1,825 "	" 12,394 "	" 24,329 "	 -   	" 28,475 "	 19 	 11 	 8 	 5 	 5 	 48 	 760 	" 36,334 "								
VA	CARROLL	CANA	 small 	" 3,963 "	" 10,162 "	" 22,993 "	 252 	" 24,657 "	 16 	 16 	 7 	 4 	 4 	 48 	" 1,935 "	" 92,510 "								
TX	GRAY	MCLEAN	 small 	" 1,207 "	" 11,599 "	" 47,584 "	 -   	" 24,941 "	 16 	 16 	 7 	 4 	 4 	 48 	 660 	" 31,554 "								
IN	MONTGOMERY	NEW MARKET	 small 	 304 	" 10,562 "	" 23,417 "	 72 	" 21,873 "	 15 	 14 	 8 	 5 	 6 	 48 	 135 	" 6,454 "								
MT	FLATHEAD	COLUMBIA FALLS	 small 	" 12,089 "	" 9,164 "	" 49,188 "	 6 	" 29,326 "	 19 	 10 	 8 	 5 	 5 	 48 	" 4,979 "	" 238,053 "								
PA	JUNIATA	MC ALISTERVILLE	 small 	" 3,132 "	" 10,280 "	" 22,402 "	 414 	" 23,272 "	 16 	 15 	 8 	 5 	 5 	 48 	" 1,314 "	" 62,824 "								
LA	RED RIVER	COUSHATTA	 small 	" 9,070 "	" 13,449 "	" 29,793 "	 -   	" 22,512 "	 15 	 17 	 8 	 4 	 4 	 48 	" 3,712 "	" 177,477 "								
MN	PINE	ASKOV	 small 	" 1,269 "	" 9,414 "	" 19,568 "	 137 	" 24,157 "	 16 	 14 	 8 	 5 	 5 	 48 	 645 	" 30,840 "								
CO	CLEAR CREEK	EMPIRE	 small 	 532 	" 8,602 "	" 62,348 "	 -   	" 22,886 "	 16 	 15 	 7 	 5 	 5 	 48 	 334 	" 15,970 "								
MO	PEMISCOT	WARDELL	 small 	 910 	" 13,956 "	" 41,184 "	 5 	" 19,880 "	 13 	 19 	 8 	 4 	 4 	 48 	 408 	" 19,509 "								
KY	CARROLL	WORTHVILLE	 small 	" 1,758 "	" 12,122 "	" 23,368 "	 98 	" 23,973 "	 16 	 15 	 8 	 5 	 5 	 48 	 944 	" 45,138 "								
KY	KNOTT	TOPMOST	 small 	" 1,017 "	" 14,470 "	" 37,651 "	 18 	" 22,089 "	 14 	 18 	 8 	 4 	 4 	 48 	 407 	" 19,461 "								
PA	TIOGA	MAINESBURG	 small 	 694 	" 11,076 "	" 48,374 "	 123 	" 24,572 "	 16 	 13 	 8 	 5 	 5 	 48 	 307 	" 14,680 "								
NY	ERIE	GLENWOOD	 small 	 785 	" 9,505 "	" 67,347 "	 21 	" 25,416 "	 18 	 10 	 8 	 6 	 7 	 48 	 333 	" 15,924 "								
OR	WASCO	MOSIER	 small 	 998 	" 10,841 "	" 23,888 "	 42 	" 29,447 "	 20 	 10 	 8 	 5 	 6 	 48 	 471 	" 22,523 "								
MS	TALLAHATCHIE	TIPPO	 small 	 309 	" 13,377 "	" 29,795 "	 -   	" 27,233 "	 17 	 15 	 8 	 4 	 4 	 48 	 117 	" 5,595 "								
OK	CHOCTAW	FORT TOWSON	 small 	" 1,840 "	" 12,257 "	" 23,994 "	 -   	" 25,979 "	 17 	 15 	 8 	 4 	 4 	 48 	 877 	" 41,938 "								
CA	CONTRA COSTA	PLEASANT HILL	 small 	" 32,671 "	" 7,001 "	" 40,321 "	 2 	" 24,354 "	 18 	 8 	 7 	 7 	 8 	 48 	" 13,934 "	" 666,329 "								
AR	CRAWFORD	DYER	 small 	 233 	" 14,194 "	" 46,875 "	 -   	" 23,258 "	 15 	 18 	 7 	 4 	 4 	 48 	 107 	" 5,117 "								
OH	KNOX	MOUNT VERNON	 small 	" 27,415 "	" 10,747 "	" 55,065 "	 30 	" 21,845 "	 15 	 16 	 7 	 5 	 5 	 48 	" 11,466 "	" 548,347 "								
PA	CLEARFIELD	BIGLER	 small 	 303 	" 9,451 "	" 20,570 "	 559 	" 20,821 "	 14 	 16 	 8 	 5 	 5 	 48 	 110 	" 5,261 "								
VA	HENRY	STANLEYTOWN	 small 	 380 	" 8,883 "	" 22,936 "	 476 	" 20,823 "	 14 	 18 	 7 	 4 	 5 	 48 	 185 	" 8,848 "								
PA	NORTHUMBERLAND	MC EWENSVILLE	 small 	 314 	" 9,886 "	" 20,529 "	 550 	" 19,428 "	 13 	 16 	 8 	 5 	 5 	 48 	 123 	" 5,883 "								
PA	TIOGA	OSCEOLA	 small 	 893 	" 12,132 "	" 62,570 "	 53 	" 23,790 "	 16 	 14 	 8 	 5 	 5 	 48 	 380 	" 18,174 "								
MI	DICKINSON	KINGSFORD	 small 	" 7,011 "	" 9,849 "	" 74,947 "	 21 	" 22,065 "	 15 	 16 	 7 	 5 	 5 	 48 	" 3,105 "	" 148,501 "								
OK	KIOWA	ROOSEVELT	 small 	 593 	" 12,151 "	" 24,083 "	 -   	" 26,886 "	 18 	 15 	 7 	 4 	 4 	 48 	 358 	" 17,122 "								
WI	WINNEBAGO	EUREKA	 small 	 129 	" 8,647 "	" 18,482 "	 157 	" 25,160 "	 17 	 14 	 8 	 4 	 5 	 48 	 57 	" 2,726 "								
OH	JEFFERSON	TORONTO	 small 	" 10,242 "	" 10,098 "	" 42,586 "	 119 	" 22,692 "	 15 	 16 	 7 	 5 	 5 	 48 	" 4,498 "	" 215,124 "								
NV	LYON	WELLINGTON	 small 	" 2,510 "	" 7,196 "	" 26,405 "	 41 	" 33,854 "	 22 	 9 	 7 	 5 	 5 	 48 	" 1,205 "	" 57,631 "								
MN	DOUGLAS	KENSINGTON	 small 	 900 	" 9,602 "	" 17,310 "	 209 	" 23,191 "	 16 	 15 	 7 	 5 	 5 	 48 	 470 	" 22,479 "								
SD	POTTER	LEBANON	 small 	 167 	" 9,428 "	" 14,185 "	 251 	" 23,632 "	 16 	 15 	 7 	 4 	 5 	 48 	 113 	" 5,405 "								
TX	HIDALGO	LA JOYA	 small 	" 3,866 "	" 13,713 "	" 24,669 "	 -   	" 22,508 "	 14 	 13 	 12 	 4 	 4 	 48 	" 1,121 "	" 53,616 "								
CO	LOGAN	STERLING	 small 	" 16,486 "	" 8,880 "	" 62,119 "	 -   	" 22,720 "	 15 	 16 	 7 	 4 	 5 	 48 	" 6,692 "	" 320,072 "								
FL	MARION	WEIRSDALE	 small 	" 3,181 "	" 12,435 "	" 16,745 "	 48 	" 24,221 "	 16 	 13 	 8 	 5 	 6 	 48 	" 1,409 "	" 67,393 "								
AR	MILLER	FOUKE	 small 	" 4,369 "	" 14,281 "	" 28,449 "	 5 	" 26,010 "	 17 	 13 	 8 	 5 	 5 	 48 	" 1,749 "	" 83,657 "								
OK	BECKHAM	SAYRE	 small 	" 5,645 "	" 12,519 "	" 40,756 "	 1 	" 24,266 "	 16 	 17 	 7 	 4 	 4 	 48 	" 2,105 "	" 100,687 "								
WV	RALEIGH	GHENT	 small 	 841 	" 12,580 "	" 30,367 "	 95 	" 19,437 "	 14 	 17 	 7 	 5 	 6 	 48 	 562 	" 26,882 "								
PA	CRAWFORD	SPRINGBORO	 small 	" 2,157 "	" 11,379 "	" 45,336 "	 160 	" 23,518 "	 16 	 14 	 8 	 5 	 5 	 48 	 890 	" 42,571 "								
NY	BROOME	HARPURSVILLE	 small 	" 3,642 "	" 7,349 "	" 13,557 "	 465 	" 25,692 "	 17 	 12 	 8 	 5 	 6 	 48 	" 1,517 "	" 72,562 "								
TX	GILLESPIE	FREDERICKSBURG	 small 	" 18,151 "	" 11,738 "	" 27,610 "	 2 	" 26,912 "	 18 	 12 	 7 	 5 	 5 	 48 	" 8,484 "	" 405,856 "								
TX	LUBBOCK	SLATON	 small 	" 8,170 "	" 11,112 "	" 40,252 "	 -   	" 23,758 "	 16 	 15 	 8 	 4 	 5 	 48 	" 3,429 "	" 164,038 "								
GA	CRAWFORD	ROBERTA	 small 	" 3,658 "	" 13,674 "	" 32,221 "	 3 	" 23,844 "	 16 	 15 	 8 	 4 	 5 	 48 	" 1,425 "	" 68,171 "								
IL	CLINTON	KEYESPORT	 small 	 828 	" 10,808 "	" 41,060 "	 3 	" 23,840 "	 16 	 16 	 7 	 4 	 5 	 48 	 450 	" 21,528 "								
CA	SANTA CLARA	CAMPBELL	 small 	" 44,970 "	" 5,656 "	" 55,553 "	 1 	" 23,711 "	 17 	 8 	 7 	 7 	 8 	 48 	" 19,006 "	" 909,283 "								
MN	SAINT LOUIS	SIDE LAKE	 small 	 408 	" 9,151 "	" 21,526 "	 64 	" 21,061 "	 15 	 13 	 7 	 6 	 7 	 48 	 352 	" 16,840 "								
TN	OVERTON	ALLRED	 small 	 42 	" 12,741 "	" 25,353 "	 -   	" 27,543 "	 18 	 14 	 8 	 4 	 4 	 48 	 19 	 909 								
MO	WRIGHT	GRAFF	 small 	 215 	" 10,606 "	" 24,605 "	 -   	" 27,640 "	 18 	 15 	 8 	 4 	 4 	 48 	 94 	" 4,497 "								
KY	BALLARD	BARLOW	 small 	" 1,577 "	" 14,487 "	" 34,098 "	 -   	" 23,987 "	 16 	 16 	 7 	 4 	 5 	 48 	 756 	" 36,169 "								
KS	GREENWOOD	VIRGIL	 small 	 261 	" 10,550 "	" 26,201 "	 12 	" 24,542 "	 16 	 15 	 8 	 4 	 5 	 48 	 146 	" 6,985 "								
TX	CRANE	CRANE	 small 	" 3,812 "	" 12,586 "	" 37,043 "	 -   	" 24,342 "	 16 	 13 	 9 	 5 	 5 	 48 	" 1,511 "	" 72,295 "								
KY	ALLEN	SCOTTSVILLE	 small 	" 14,502 "	" 13,496 "	" 29,390 "	 8 	" 24,033 "	 16 	 15 	 8 	 4 	 5 	 48 	" 6,594 "	" 315,501 "								
RI	BRISTOL	BRISTOL	 small 	" 22,469 "	" 7,378 "	" 39,635 "	 427 	" 22,586 "	 16 	 14 	 7 	 5 	 6 	 48 	" 8,705 "	" 416,530 "								
IA	AUDUBON	GRAY	 small 	 81 	" 9,617 "	" 22,792 "	 150 	" 23,656 "	 16 	 15 	 7 	 5 	 5 	 48 	 44 	" 2,105 "								
VA	BLAND	CERES	 small 	 678 	" 10,088 "	" 22,883 "	 296 	" 23,681 "	 16 	 17 	 7 	 4 	 4 	 48 	 449 	" 21,485 "								
NE	THOMAS	THEDFORD	 small 	 460 	" 9,965 "	" 24,489 "	 -   	" 27,368 "	 18 	 14 	 7 	 4 	 5 	 48 	 262 	" 12,537 "								
PA	MCKEAN	GIFFORD	 small 	 426 	" 12,563 "	" 83,881 "	 8 	" 23,695 "	 16 	 15 	 7 	 5 	 5 	 48 	 181 	" 8,661 "								
NC	GRANVILLE	CREEDMOOR	 small 	" 8,733 "	" 11,630 "	" 25,261 "	 55 	" 26,645 "	 18 	 12 	 8 	 5 	 6 	 48 	" 3,747 "	" 179,304 "								
LA	WEBSTER	DUBBERLY	 small 	" 1,195 "	" 14,779 "	" 34,204 "	 -   	" 26,795 "	 18 	 13 	 8 	 4 	 5 	 48 	 569 	" 27,229 "								
MD	ANNE ARUNDEL	FORT GEORGE G MEADE	 small 	" 9,903 "	" 11,467 "	" 53,479 "	 3 	" 20,547 "	 14 	 12 	 10 	 5 	 6 	 48 	" 2,818 "	" 134,856 "								
OH	JACKSON	WELLSTON	 small 	" 9,431 "	" 10,590 "	" 43,721 "	 23 	" 23,814 "	 16 	 15 	 8 	 5 	 5 	 48 	" 3,982 "	" 190,565 "								
MS	JONES	ELLISVILLE	 small 	" 12,204 "	" 13,212 "	" 28,104 "	 1 	" 24,786 "	 16 	 14 	 8 	 4 	 5 	 48 	" 4,670 "	" 223,491 "								
OH	FAIRFIELD	THURSTON	 small 	 384 	" 10,656 "	" 63,650 "	 -   	" 22,788 "	 15 	 16 	 8 	 4 	 5 	 48 	 148 	" 7,083 "								
WY	CARBON	SARATOGA	 small 	" 2,308 "	" 9,756 "	" 50,408 "	 2 	" 21,798 "	 15 	 16 	 7 	 5 	 5 	 48 	" 1,471 "	" 70,401 "								
AL	COFFEE	NEW BROCKTON	 small 	" 3,144 "	" 14,042 "	" 26,593 "	 5 	" 25,245 "	 17 	 15 	 7 	 4 	 5 	 48 	" 1,417 "	" 67,817 "								
MO	PULASKI	RICHLAND	 small 	" 5,065 "	" 11,480 "	" 26,859 "	 8 	" 23,878 "	 16 	 16 	 7 	 4 	 5 	 48 	" 2,366 "	" 113,236 "								
ME	SAGADAHOC	PHIPPSBURG	 small 	" 2,106 "	" 7,482 "	" 21,878 "	 588 	" 20,352 "	 14 	 14 	 7 	 5 	 6 	 48 	" 1,554 "	" 74,374 "								
NC	WATAUGA	DEEP GAP	 small 	" 1,825 "	" 10,722 "	" 22,697 "	 397 	" 23,429 "	 16 	 15 	 7 	 5 	 5 	 48 	 985 	" 47,142 "								
DE	SUSSEX	GEORGETOWN	 small 	" 15,525 "	" 10,644 "	" 24,993 "	 211 	" 23,359 "	 16 	 13 	 8 	 5 	 6 	 48 	" 5,278 "	" 252,606 "								
MN	HUBBARD	LAKE GEORGE	 small 	 303 	" 9,359 "	" 24,237 "	 37 	" 26,175 "	 17 	 13 	 7 	 5 	 5 	 48 	 192 	" 9,189 "								
PA	WASHINGTON	FREDERICKTOWN	 small 	" 2,390 "	" 10,873 "	" 57,300 "	 178 	" 20,739 "	 14 	 18 	 7 	 4 	 5 	 48 	" 1,085 "	" 51,929 "								
NC	HARNETT	ANGIER	 small 	" 12,898 "	" 11,711 "	" 25,041 "	 21 	" 26,373 "	 18 	 11 	 8 	 5 	 6 	 48 	" 5,257 "	" 251,605 "								
ND	WELLS	HARVEY	 small 	" 2,968 "	" 9,653 "	" 18,350 "	 156 	" 25,654 "	 17 	 15 	 7 	 4 	 5 	 48 	" 1,521 "	" 72,797 "								
WI	ASHLAND	HIGH BRIDGE	 small 	 537 	" 8,201 "	" 19,540 "	 122 	" 26,205 "	 17 	 13 	 8 	 5 	 5 	 48 	 245 	" 11,726 "								
FL	HENDRY	FELDA	 small 	 701 	" 13,128 "	" 15,691 "	 -   	" 25,006 "	 17 	 12 	 9 	 5 	 5 	 48 	 271 	" 12,971 "								
KY	LETCHER	HALLIE	 small 	 989 	" 12,625 "	" 24,854 "	 28 	" 24,262 "	 16 	 15 	 8 	 4 	 5 	 48 	 437 	" 20,916 "								
AR	PRAIRIE	ULM	 small 	 197 	" 18,170 "	" 48,042 "	 -   	" 22,512 "	 15 	 16 	 7 	 4 	 5 	 48 	 86 	" 4,116 "								
OK	HASKELL	HOYT	 small 	 94 	" 12,052 "	" 26,016 "	 -   	" 25,554 "	 17 	 15 	 8 	 4 	 4 	 48 	 43 	" 2,058 "								
GA	ATKINSON	AXSON	 small 	" 1,233 "	" 12,603 "	" 25,776 "	 6 	" 25,945 "	 17 	 14 	 9 	 4 	 4 	 48 	 500 	" 23,933 "								
CA	IMPERIAL	CALEXICO	 small 	" 27,798 "	" 9,572 "	" 37,626 "	 -   	" 23,141 "	 15 	 11 	 12 	 5 	 5 	 48 	" 7,185 "	" 343,929 "								
NM	EDDY	ARTESIA	 small 	" 15,581 "	" 10,179 "	" 39,461 "	 -   	" 23,901 "	 16 	 14 	 8 	 5 	 5 	 48 	" 6,495 "	" 310,901 "								
PA	CUMBERLAND	SHIPPENSBURG	 small 	" 23,246 "	" 9,807 "	" 30,953 "	 278 	" 24,059 "	 16 	 13 	 8 	 5 	 5 	 48 	" 8,411 "	" 402,627 "								
MN	HENNEPIN	HOPKINS	 small 	" 43,774 "	" 9,577 "	" 56,644 "	 6 	" 19,586 "	 14 	 15 	 6 	 6 	 7 	 48 	" 21,276 "	" 1,018,464 "								
AR	JOHNSON	HARTMAN	 small 	" 1,862 "	" 15,473 "	" 38,530 "	 -   	" 26,127 "	 17 	 14 	 8 	 4 	 5 	 48 	 805 	" 38,535 "								
WA	WAHKIAKUM	GRAYS RIVER	 small 	 245 	" 10,446 "	" 23,633 "	 47 	" 32,684 "	 21 	 10 	 7 	 4 	 5 	 48 	 113 	" 5,409 "								
PA	FAYETTE	NEW SALEM	 small 	" 3,087 "	" 10,244 "	" 41,882 "	 368 	" 19,897 "	 13 	 19 	 8 	 4 	 4 	 48 	" 1,346 "	" 64,433 "								
PA	DELAWARE	FOLCROFT	 small 	" 6,898 "	" 11,190 "	" 70,651 "	 77 	" 19,612 "	 14 	 14 	 8 	 5 	 6 	 48 	" 2,602 "	" 124,560 "								
CA	VENTURA	OJAI	 small 	" 21,624 "	" 7,671 "	" 41,815 "	 1 	" 28,206 "	 19 	 8 	 8 	 6 	 7 	 48 	" 8,687 "	" 415,861 "								
CA	SHASTA	SHASTA	 small 	 524 	" 7,134 "	" 26,469 "	 70 	" 31,805 "	 21 	 8 	 7 	 5 	 6 	 48 	 234 	" 11,202 "								
ID	TWIN FALLS	CASTLEFORD	 small 	 580 	" 9,355 "	" 22,703 "	 179 	" 29,989 "	 20 	 11 	 8 	 4 	 5 	 48 	 240 	" 11,489 "								
WV	PUTNAM	HOMETOWN	 small 	 659 	" 12,446 "	" 50,531 "	 -   	" 23,032 "	 15 	 16 	 7 	 4 	 5 	 48 	 292 	" 13,979 "								
TX	COMAL	CANYON LAKE	 small 	" 13,568 "	" 11,666 "	" 22,398 "	 -   	" 26,483 "	 18 	 12 	 7 	 5 	 6 	 48 	" 7,298 "	" 349,376 "								
NC	ALAMANCE	MEBANE	 small 	" 22,005 "	" 11,992 "	" 36,063 "	 39 	" 24,799 "	 17 	 13 	 8 	 5 	 6 	 48 	" 9,247 "	" 442,682 "								
OK	BRYAN	DURANT	 small 	" 19,491 "	" 12,856 "	" 32,292 "	 -   	" 23,386 "	 16 	 16 	 7 	 4 	 5 	 48 	" 8,500 "	" 406,944 "								
MO	OREGON	KOSHKONONG	 small 	" 1,180 "	" 11,045 "	" 24,892 "	 -   	" 25,778 "	 17 	 15 	 7 	 4 	 4 	 48 	 539 	" 25,806 "								
GA	WHITE	SAUTEE NACOOCHEE	 small 	" 2,444 "	" 11,712 "	" 26,510 "	 -   	" 24,642 "	 17 	 13 	 7 	 5 	 6 	 48 	" 1,481 "	" 70,906 "								
VT	LAMOILLE	EDEN	 small 	 702 	" 7,671 "	" 23,483 "	 422 	" 24,886 "	 17 	 13 	 9 	 5 	 5 	 48 	 287 	" 13,741 "								
VA	WAYNESBORO CITY	WAYNESBORO	 small 	" 30,341 "	" 12,091 "	" 47,650 "	 70 	" 24,578 "	 17 	 14 	 7 	 5 	 5 	 48 	" 13,274 "	" 635,528 "								
NC	DAVIE	MOCKSVILLE	 small 	" 23,284 "	" 11,269 "	" 25,947 "	 174 	" 25,339 "	 17 	 13 	 8 	 5 	 5 	 48 	" 9,935 "	" 475,668 "								
WA	KITTITAS	SNOQUALMIE PASS	 small 	 206 	" 10,405 "	" 24,629 "	 27 	" 18,823 "	 15 	 9 	 7 	 8 	 9 	 48 	 360 	" 17,236 "								
MO	MARION	HANNIBAL	 small 	" 21,891 "	" 12,219 "	" 50,865 "	 1 	" 19,582 "	 13 	 18 	 7 	 4 	 5 	 48 	" 9,628 "	" 460,971 "								
WV	BOONE	SETH	 small 	" 2,581 "	" 13,618 "	" 40,318 "	 26 	" 22,604 "	 15 	 17 	 8 	 4 	 4 	 48 	" 1,155 "	" 55,301 "								
FL	ALACHUA	NEWBERRY	 small 	" 7,505 "	" 11,987 "	" 17,815 "	 20 	" 25,971 "	 17 	 12 	 8 	 5 	 5 	 48 	" 3,045 "	" 145,797 "								
LA	LA SALLE	OLLA	 small 	" 3,060 "	" 13,909 "	" 28,282 "	 -   	" 28,267 "	 19 	 12 	 8 	 4 	 5 	 48 	" 1,395 "	" 66,794 "								
OR	SHERMAN	GRASS VALLEY	 small 	 355 	" 10,720 "	" 21,917 "	 310 	" 27,738 "	 18 	 13 	 7 	 4 	 5 	 48 	 173 	" 8,283 "								
CA	COLUSA	ARBUCKLE	 small 	" 4,795 "	" 7,761 "	" 37,405 "	 12 	" 28,513 "	 19 	 8 	 10 	 5 	 6 	 48 	" 1,597 "	" 76,468 "								
CA	MERCED	HILMAR	 small 	" 7,157 "	" 8,006 "	" 36,938 "	 3 	" 29,077 "	 19 	 8 	 9 	 5 	 6 	 48 	" 2,422 "	" 115,974 "								
TX	DALLAS	WILMER	 small 	" 3,610 "	" 11,486 "	" 31,168 "	 1 	" 24,545 "	 16 	 12 	 10 	 5 	 5 	 48 	" 1,167 "	" 55,881 "								
OH	MONROE	CAMERON	 small 	 74 	" 8,585 "	" 14,877 "	 207 	" 29,651 "	 19 	 13 	 9 	 3 	 3 	 48 	 33 	" 1,580 "								
NE	CASS	CEDAR CREEK	 small 	 361 	" 11,378 "	" 23,902 "	 -   	" 21,001 "	 15 	 15 	 7 	 5 	 6 	 48 	 289 	" 13,839 "								
KY	JOHNSON	STAFFORDSVILLE	 small 	" 2,403 "	" 13,022 "	" 28,035 "	 9 	" 22,768 "	 15 	 16 	 8 	 4 	 5 	 48 	" 1,045 "	" 50,040 "								
CO	OTERO	SWINK	 small 	 419 	" 10,352 "	" 63,521 "	 -   	" 20,260 "	 14 	 17 	 7 	 5 	 5 	 48 	 180 	" 8,619 "								
VA	SURRY	SPRING GROVE	 small 	" 4,472 "	" 12,005 "	" 23,719 "	 203 	" 24,569 "	 17 	 14 	 8 	 5 	 5 	 48 	" 1,153 "	" 55,212 "								
WA	KITSAP	INDIANOLA	 small 	 721 	" 10,189 "	" 22,839 "	 24 	" 25,791 "	 18 	 10 	 7 	 6 	 7 	 48 	 397 	" 19,011 "								
MO	IRON	BELLEVIEW	 small 	 823 	" 10,874 "	" 23,174 "	 18 	" 25,802 "	 17 	 15 	 7 	 4 	 4 	 48 	 372 	" 17,814 "								
MO	HARRISON	HATFIELD	 small 	 229 	" 10,602 "	" 24,278 "	 14 	" 22,638 "	 15 	 15 	 8 	 5 	 5 	 48 	 116 	" 5,555 "								
LA	RED RIVER	HALL SUMMIT	 small 	 187 	" 15,275 "	" 33,484 "	 -   	" 24,295 "	 16 	 14 	 8 	 5 	 5 	 48 	 90 	" 4,310 "								
LA	ALLEN	GRANT	 small 	 193 	" 13,495 "	" 25,175 "	 -   	" 27,078 "	 18 	 12 	 8 	 5 	 5 	 48 	 90 	" 4,310 "								
ID	BONNER	BLANCHARD	 small 	" 1,037 "	" 9,028 "	" 23,170 "	 48 	" 33,359 "	 22 	 9 	 8 	 4 	 5 	 48 	 440 	" 21,071 "								
CO	BACA	CAMPO	 small 	 447 	" 8,191 "	" 25,644 "	 -   	" 29,193 "	 19 	 13 	 8 	 4 	 4 	 48 	 237 	" 11,350 "								
MN	HOUSTON	EITZEN	 small 	 256 	" 10,340 "	" 16,560 "	 227 	" 24,044 "	 16 	 16 	 6 	 4 	 5 	 48 	 127 	" 6,082 "								
ND	WILLIAMS	MCGREGOR	 small 	 139 	" 9,922 "	" 22,596 "	 48 	" 27,060 "	 18 	 14 	 6 	 5 	 5 	 48 	 100 	" 4,789 "								
IL	ALEXANDER	THEBES	 small 	" 1,098 "	" 11,383 "	" 32,826 "	 23 	" 23,207 "	 15 	 16 	 8 	 4 	 4 	 48 	 494 	" 23,659 "								
AL	JACKSON	SCOTTSBORO	 small 	" 20,852 "	" 12,209 "	" 31,094 "	 6 	" 25,609 "	 17 	 14 	 7 	 5 	 5 	 48 	" 9,621 "	" 460,775 "								
NC	BLADEN	TAR HEEL	 small 	" 1,759 "	" 12,308 "	" 25,777 "	 103 	" 26,156 "	 18 	 13 	 7 	 5 	 5 	 48 	 794 	" 38,028 "								
WV	RANDOLPH	MABIE	 small 	 403 	" 12,276 "	" 26,357 "	 130 	" 24,326 "	 16 	 17 	 8 	 4 	 4 	 48 	 176 	" 8,430 "								
KY	OHIO	FORDSVILLE	 small 	" 1,914 "	" 13,346 "	" 32,762 "	 7 	" 26,327 "	 17 	 15 	 7 	 4 	 4 	 48 	 851 	" 40,759 "								
SC	ANDERSON	PELZER	 small 	" 11,254 "	" 11,024 "	" 30,720 "	 70 	" 26,929 "	 18 	 12 	 8 	 5 	 5 	 48 	" 4,809 "	" 230,330 "								
